Timestamp,What is your gender?,What is your age?,In which year are you currently studying?,Which branch do you belong to?,How many hours of sleep do you get on average?,Rate your quality of sleep.,How often do you take naps in a week (in days)?,Rate your physical activity level.,Rate your stress level.,What is your average number of daily steps?,How many hours do you use electronic devices before sleep?,How often do you suffer from headaches?,How often do you skip breakfast?,At what time do you eat your dinner?,"On an average, how many nights in a week do you go through without sleep?",Your feedback about our survey. 
2/24/2024 10:52:46,Male,19,FirstYear,Comp,5 to 7,7,1 to 3,3,2,Grt than 10k,5 hours,Rarely,Often,20:00-21:00,0,
2/24/2024 12:42:34,Male,20,SecondYear,AIML,5 to 7,9,1 to 3,9,3,4k-6k,2 hours,Rarely,Often,20:00-21:00,0,
2/24/2024 16:44:19,Male,19,SecondYear,Comp,7 to 9,4,0,7,7,0-2k,2 hours,Never,Never,20:00-21:00,0,i think covered all points.
2/24/2024 22:13:12,Male,19,FirstYear,AIML,7 to 9,9,1 to 3,10,1,Grt than 10k,3 hours,Rarely,Always,22:00-23:00,0,...
2/24/2024 22:33:14,Female,19,FirstYear,Comp,0 to 5,5,1 to 3,6,8,6k-8k,1 hour,Sometimes,Often,21:00-22:00,0,
2/24/2024 22:33:33,Male,18,FirstYear,ET,0 to 5,3,1 to 3,6,5,6k-8k,2 hours,Never,Often,21:00-22:00,1,
2/24/2024 22:33:58,Male,18,FirstYear,AIML,7 to 9,7,6 to 7,6,4,4k-6k,2 hours,Sometimes,Often,20:00-21:00,1,
2/24/2024 22:34:11,Male,20,SecondYear,ChemIC,7 to 9,8,0,8,1,Grt than 10k,2 hours,Rarely,Always,19:00-20:00,0,
2/24/2024 22:34:49,Female,20,ThirdYear,Mech,9,10,6 to 7,10,5,Grt than 10k,2 hours,Rarely,Often,22:00-23:00,1,Where this will be used and why
2/24/2024 22:35:08,Male,20,SecondYear,Mech,7 to 9,8,0,8,2,4k-6k,2 hours,Never,Rarely,19:00-20:00,0, 
2/24/2024 22:35:09,Male,20,ThirdYear,ET,0 to 5,7,1 to 3,10,7,4k-6k,4 hours,Sometimes,Sometimes,20:00-21:00,2,
2/24/2024 22:35:24,Male,21,ThirdYear,AIML,7 to 9,9,4 to 5,8,2,2k-4k,3 hours,Rarely,Sometimes,20:00-21:00,0,
2/24/2024 22:35:48,Male,20,SecondYear,Comp,5 to 7,7,1 to 3,1,5,6k-8k,3 hours,Rarely,Rarely,19:00-20:00,0,--
2/24/2024 22:35:53,Male,19,SecondYear,ChemIC,7 to 9,9,4 to 5,5,4,6k-8k,1 hour,Rarely,Rarely,21:00-22:00,0,
2/24/2024 22:36:01,Male,20,ThirdYear,IT,5 to 7,7,1 to 3,7,7,2k-4k,1 hour,Rarely,Never,21:00-22:00,0,Noice 👌 and don't forget to share your result/final analysis) outcome of this survey 
2/24/2024 22:36:12,Male,19,FirstYear,Comp,7 to 9,3,6 to 7,3,5,4k-6k,5 hours,Sometimes,Always,20:00-21:00,2,"Nice work, Very important issue to address."
2/24/2024 22:36:17,Male,20,SecondYear,AIML,7 to 9,4,0,2,3,4k-6k,2 hours,Sometimes,Sometimes,21:00-22:00,0,Good
2/24/2024 22:36:36,Male,19,SecondYear,IT,7 to 9,7,4 to 5,4,5,2k-4k,2 hours,Sometimes,Often,20:00-21:00,0,
2/24/2024 22:37:30,Male,20,SecondYear,Comp,0 to 5,5,1 to 3,8,9,6k-8k,1 hour,Sometimes,Rarely,20:00-21:00,0,
2/24/2024 22:38:35,Female,18,FirstYear,AIML,7 to 9,9,1 to 3,7,4,6k-8k,4 hours,Sometimes,Always,21:00-22:00,1,
2/24/2024 22:38:35,Female,19,FirstYear,AIML,7 to 9,9,6 to 7,3,5,4k-6k,1 hour,Rarely,Sometimes,20:00-21:00,0,
2/24/2024 22:38:48,Male,19,FirstYear,AIML,9,10,0,7,10,Grt than 10k,5 hours,Often,Always,21:00-22:00,0,
2/24/2024 22:39:09,Male,19,SecondYear,Mech,7 to 9,6,1 to 3,4,7,4k-6k,1 hour,Rarely,Sometimes,20:00-21:00,1,
2/24/2024 22:39:28,Male,19,FirstYear,AIML,5 to 7,7,0,8,9,2k-4k,2 hours,Often,Often,20:00-21:00,1,☠️
2/24/2024 22:40:28,Female,19,FirstYear,AIML,5 to 7,8,1 to 3,8,8,0-2k,1 hour,Sometimes,Rarely,20:00-21:00,0,Useful Survey
2/24/2024 22:40:44,Male,19,SecondYear,ET,5 to 7,8,1 to 3,9,6,4k-6k,2 hours,Sometimes,Sometimes,21:00-22:00,0,
2/24/2024 22:41:01,Male,19,FirstYear,AIML,5 to 7,8,1 to 3,7,8,8k-10k,5 hours,Rarely,Often,19:00-20:00,1,
2/24/2024 22:41:16,Female,19,FirstYear,IT,5 to 7,3,0,4,10,6k-8k,1 hour,Often,Often,21:00-22:00,5,
2/24/2024 22:41:40,Male,19,SecondYear,Mech,0 to 5,6,6 to 7,6,8,8k-10k,1 hour,Often,Always,23:00+,2,
2/24/2024 22:43:52,Male,20,ThirdYear,ET,5 to 7,7,1 to 3,4,5,6k-8k,4 hours,Sometimes,Sometimes,20:00-21:00,1,
2/24/2024 22:44:29,Male,19,SecondYear,IT,5 to 7,9,1 to 3,4,8,6k-8k,5 hours,Sometimes,Often,20:00-21:00,1,No
2/24/2024 22:44:30,Male,20,ThirdYear,ChemIC,5 to 7,7,0,5,9,4k-6k,2 hours,Rarely,Often,20:00-21:00,0,No Feedback just make a good project using this data 🙂
2/24/2024 22:44:58,Male,21,BTech,AIML,7 to 9,6,4 to 5,6,8,6k-8k,5 hours,Rarely,Often,19:00-20:00,0,
2/24/2024 22:46:03,Female,18,FirstYear,AIML,5 to 7,5,0,10,7,6k-8k,3 hours,Rarely,Never,20:00-21:00,0,
2/24/2024 22:47:00,Male,20,SecondYear,AIML,5 to 7,5,4 to 5,4,9,6k-8k,2 hours,Sometimes,Always,21:00-22:00,0,
2/24/2024 22:47:14,Male,19,FirstYear,IT,9,9,0,2,7,2k-4k,3 hours,Sometimes,Rarely,20:00-21:00,0,
2/24/2024 22:47:43,Male,19,SecondYear,ET,5 to 7,7,1 to 3,7,10,4k-6k,1 hour,Sometimes,Always,20:00-21:00,1,
2/24/2024 22:47:46,Male,24,FirstYear,ET,0 to 5,1,0,1,1,0-2k,1 hour,Always,Always,19:00-20:00,0,There’s only two genders 
2/24/2024 22:49:18,Male,19,FirstYear,AIML,5 to 7,9,1 to 3,10,8,2k-4k,4 hours,Rarely,Rarely,21:00-22:00,1,
2/24/2024 22:50:03,Male,20,FirstYear,Mech,5 to 7,3,0,6,4,6k-8k,1 hour,Never,Always,21:00-22:00,1,Gg 
2/24/2024 22:51:20,Male,23,FirstYear,AIML,0 to 5,3,4 to 5,3,3,Grt than 10k,5 hours,Never,Rarely,22:00-23:00,7,"I think among us is the greatest ever game , also I identify as a nigger "
2/24/2024 22:52:04,Male,21,ThirdYear,Mech,7 to 9,9,1 to 3,5,9,2k-4k,3 hours,Rarely,Always,20:00-21:00,0,Yes it's ok
2/24/2024 22:52:45,Male,20,ThirdYear,Mech,5 to 7,10,4 to 5,1,5,0-2k,5 hours,Sometimes,Rarely,21:00-22:00,0,
2/24/2024 22:52:47,Male,20,SecondYear,IT,0 to 5,10,1 to 3,3,3,8k-10k,1 hour,Rarely,Often,21:00-22:00,1,Nice nice 
2/24/2024 22:53:08,Male,21,ThirdYear,ET,7 to 9,7,1 to 3,6,5,Grt than 10k,2 hours,Sometimes,Sometimes,20:00-21:00,0,
2/24/2024 22:55:10,Male,21,ThirdYear,Mech,7 to 9,8,1 to 3,3,8,2k-4k,3 hours,Sometimes,Rarely,20:00-21:00,0,
2/24/2024 22:55:29,Male,21,ThirdYear,AIML,7 to 9,9,1 to 3,6,3,2k-4k,3 hours,Sometimes,Often,20:00-21:00,0,
2/24/2024 22:59:15,Male,20,ThirdYear,ChemIC,7 to 9,9,4 to 5,2,9,0-2k,1 hour,Often,Often,20:00-21:00,0,
2/24/2024 22:59:28,Male,20,FirstYear,ET,5 to 7,4,0,3,9,2k-4k,5 hours,Sometimes,Often,22:00-23:00,1,
2/24/2024 23:00:44,Female,20,SecondYear,Comp,0 to 5,1,0,6,3,2k-4k,1 hour,Sometimes,Always,22:00-23:00,1,
2/24/2024 23:02:19,Male,21,BTech,Mech,5 to 7,6,6 to 7,3,6,0-2k,5 hours,Often,Often,20:00-21:00,0,
2/24/2024 23:05:52,Female,18,FirstYear,Comp,7 to 9,9,1 to 3,5,8,2k-4k,1 hour,Often,Rarely,20:00-21:00,0,
2/24/2024 23:08:29,Female,20,SecondYear,AIML,7 to 9,7,1 to 3,3,5,0-2k,1 hour,Rarely,Always,20:00-21:00,0,
2/24/2024 23:09:33,Male,20,ThirdYear,Mech,7 to 9,8,0,6,8,Grt than 10k,4 hours,Often,Always,21:00-22:00,1,
2/24/2024 23:12:41,Male,19,SecondYear,ET,5 to 7,6,1 to 3,4,7,2k-4k,1 hour,Sometimes,Rarely,20:00-21:00,1,Nice survey
2/24/2024 23:13:35,Male,20,SecondYear,AIML,5 to 7,8,0,6,4,4k-6k,3 hours,Never,Rarely,20:00-21:00,0,
2/24/2024 23:15:32,Male,19,ThirdYear,ChemIC,7 to 9,3,1 to 3,5,10,6k-8k,4 hours,Often,Often,20:00-21:00,0,
2/24/2024 23:16:33,Male,18,FirstYear,IT,5 to 7,8,1 to 3,10,3,Grt than 10k,1 hour,Rarely,Sometimes,20:00-21:00,0,
2/24/2024 23:16:57,Female,18,FirstYear,IT,5 to 7,3,1 to 3,7,9,4k-6k,2 hours,Often,Always,21:00-22:00,1,Good
2/24/2024 23:18:42,Male,19,SecondYear,Comp,7 to 9,10,1 to 3,7,3,4k-6k,1 hour,Rarely,Sometimes,20:00-21:00,0,
2/24/2024 23:22:36,Female,18,FirstYear,AIML,7 to 9,9,1 to 3,2,3,2k-4k,2 hours,Rarely,Never,20:00-21:00,0,
2/24/2024 23:31:17,Male,19,SecondYear,Comp,5 to 7,10,0,5,2,6k-8k,1 hour,Rarely,Often,20:00-21:00,0,You should make changes in options of the question of using electronics devices before sleep. There must be an option of 0-30 minutes. Another one is about sleep timing hours options.
2/24/2024 23:32:57,Male,18,FirstYear,ET,0 to 5,1,4 to 5,2,10,Grt than 10k,3 hours,Always,Always,20:00-21:00,4,Very much needed(RELATABLE!!!)
2/24/2024 23:38:55,Male,19,SecondYear,AIML,5 to 7,7,1 to 3,8,7,6k-8k,4 hours,Rarely,Always,21:00-22:00,4,
2/25/2024 0:28:11,Male,19,SecondYear,AIML,5 to 7,8,1 to 3,8,3,2k-4k,1 hour,Rarely,Rarely,21:00-22:00,0,
2/25/2024 0:30:48,Female,22,BTech,Mech,5 to 7,7,4 to 5,1,5,0-2k,2 hours,Rarely,Never,23:00+,0,"Because this project going to predict insomnia, ask people when they go to sleep. Now a days being awake till 2am while browsing online is norm and that causes more lack of sleep late at night. "
2/25/2024 0:32:05,Male,19,SecondYear,Comp,7 to 9,10,0,6,8,0-2k,5 hours,Sometimes,Always,20:00-21:00,1,
2/25/2024 0:36:58,Male,18,FirstYear,AIML,7 to 9,8,4 to 5,8,8,8k-10k,1 hour,Rarely,Sometimes,19:00-20:00,1,
2/25/2024 0:37:11,Male,21,ThirdYear,ET,5 to 7,8,1 to 3,7,9,6k-8k,4 hours,Rarely,Rarely,20:00-21:00,0,Good 👍 
2/25/2024 0:40:10,Male,20,ThirdYear,AIML,7 to 9,9,4 to 5,8,2,4k-6k,1 hour,Rarely,Never,19:00-20:00,0,Good way to develop model for detecting sleep time for students as many students have stress nowadays and sacrifice on their sleep time. Thank you for the initiative.
2/25/2024 0:44:04,Male,18,FirstYear,IT,0 to 5,5,0,3,10,6k-8k,5 hours,Sometimes,Often,19:00-20:00,1,
2/25/2024 0:54:51,Male,19,SecondYear,AIML,5 to 7,3,1 to 3,7,6,6k-8k,4 hours,Sometimes,Rarely,20:00-21:00,2,
2/25/2024 0:56:07,Male,18,FirstYear,AIML,7 to 9,8,1 to 3,8,1,0-2k,5 hours,Sometimes,Always,20:00-21:00,6,Sleeping late 😁😁
2/25/2024 1:37:23,Male,20,ThirdYear,Mech,5 to 7,7,4 to 5,7,7,4k-6k,3 hours,Sometimes,Always,20:00-21:00,0,
2/25/2024 1:43:35,Male,20,SecondYear,Comp,7 to 9,9,1 to 3,5,5,4k-6k,5 hours,Sometimes,Always,20:00-21:00,0,
2/25/2024 2:16:09,Female,21,ThirdYear,Mech,9,7,6 to 7,3,10,4k-6k,2 hours,Often,Rarely,21:00-22:00,0,Good
2/25/2024 2:49:07,Male,21,ThirdYear,Mech,7 to 9,9,4 to 5,5,5,2k-4k,3 hours,Never,Rarely,21:00-22:00,0,
2/25/2024 3:01:41,Female,19,SecondYear,AIML,5 to 7,8,1 to 3,7,7,6k-8k,3 hours,Sometimes,Often,21:00-22:00,0,
2/25/2024 4:32:44,Male,19,SecondYear,ChemIC,7 to 9,7,1 to 3,6,8,6k-8k,1 hour,Sometimes,Never,20:00-21:00,0,
2/25/2024 7:18:23,Male,20,ThirdYear,Mech,5 to 7,8,0,10,4,4k-6k,5 hours,Sometimes,Never,21:00-22:00,0,
2/25/2024 7:28:57,Male,20,ThirdYear,Mech,5 to 7,8,4 to 5,7,7,4k-6k,1 hour,Sometimes,Never,20:00-21:00,1,
2/25/2024 7:30:26,Male,20,ThirdYear,ChemIC,5 to 7,7,1 to 3,8,2,2k-4k,2 hours,Rarely,Rarely,20:00-21:00,2,Good Survey
2/25/2024 7:43:14,Male,21,ThirdYear,ET,5 to 7,8,1 to 3,9,2,Grt than 10k,1 hour,Never,Rarely,21:00-22:00,0,"Good Job .Still consider including the time to know the actually cycle . Cause I think the more we alligned to the natural body clock the quality of sleep and also health gets better drastically . Time to sleep and rise can be an important feature to consider , though can increase complexity of your project . "
2/25/2024 8:58:17,Male,21,ThirdYear,ET,5 to 7,4,1 to 3,1,10,4k-6k,5 hours,Always,Often,20:00-21:00,3,Best of luck for your project one of data science enthusiast 
2/25/2024 9:21:18,Female,18,FirstYear,Comp,7 to 9,9,1 to 3,1,7,8k-10k,1 hour,Sometimes,Rarely,19:00-20:00,0,
2/25/2024 9:22:07,Male,21,BTech,Mech,7 to 9,8,0,7,7,6k-8k,1 hour,Rarely,Never,21:00-22:00,0,
2/25/2024 9:34:19,Female,20,ThirdYear,Mech,5 to 7,5,4 to 5,2,8,4k-6k,3 hours,Sometimes,Always,22:00-23:00,2,
2/25/2024 9:39:01,Female,18,SecondYear,Comp,5 to 7,4,0,1,9,0-2k,5 hours,Often,Sometimes,20:00-21:00,0,
2/25/2024 9:40:44,Male,20,SecondYear,Comp,7 to 9,7,1 to 3,10,4,4k-6k,1 hour,Rarely,Sometimes,21:00-22:00,2,
2/25/2024 9:51:37,Male,20,ThirdYear,AIML,7 to 9,7,1 to 3,10,3,2k-4k,2 hours,Rarely,Sometimes,20:00-21:00,1,
2/25/2024 9:53:58,Male,21,ThirdYear,ET,5 to 7,9,0,7,3,4k-6k,3 hours,Sometimes,Often,19:00-20:00,0,
2/25/2024 10:06:34,Male,21,BTech,Mech,7 to 9,8,1 to 3,9,4,4k-6k,2 hours,Rarely,Rarely,21:00-22:00,0,
2/25/2024 10:17:27,Male,18,FirstYear,AIML,5 to 7,8,1 to 3,7,8,8k-10k,4 hours,Never,Often,20:00-21:00,0,
2/25/2024 10:33:13,Male,20,ThirdYear,ET,7 to 9,8,1 to 3,5,7,4k-6k,2 hours,Rarely,Rarely,21:00-22:00,0,The survey contains good amount of questions to judge a person's sleep cycle. 
2/25/2024 10:34:18,Male,20,SecondYear,IT,5 to 7,6,1 to 3,7,3,6k-8k,4 hours,Rarely,Never,20:00-21:00,0,
2/25/2024 11:09:44,Male,21,ThirdYear,ET,5 to 7,5,6 to 7,5,10,4k-6k,1 hour,Sometimes,Always,20:00-21:00,0,NA
2/25/2024 11:12:01,Male,19,SecondYear,ET,7 to 9,8,0,6,3,4k-6k,1 hour,Rarely,Rarely,20:00-21:00,0,
2/25/2024 11:22:51,Male,18,FirstYear,ChemIC,7 to 9,10,1 to 3,6,1,Grt than 10k,1 hour,Never,Often,20:00-21:00,0,👍🏼
2/25/2024 11:30:50,Male,22,FirstYear,Comp,9,3,1 to 3,1,9,0-2k,5 hours,Often,Always,21:00-22:00,2,Good question!!! Cover each question
2/25/2024 11:37:37,Male,19,SecondYear,ET,5 to 7,6,1 to 3,8,9,4k-6k,5 hours,Never,Always,20:00-21:00,1,.
2/25/2024 11:42:33,Male,19,SecondYear,AIML,5 to 7,10,4 to 5,8,9,4k-6k,1 hour,Often,Never,20:00-21:00,0,
2/25/2024 12:05:33,Female,20,ThirdYear,IT,0 to 5,5,1 to 3,8,7,8k-10k,1 hour,Often,Never,20:00-21:00,2,
2/25/2024 12:36:29,Male,21,ThirdYear,Comp,0 to 5,7,0,8,1,Grt than 10k,1 hour,Rarely,Always,20:00-21:00,0,"As a data scientist myself, i would like to suggest some clarity features for collecting qualitative & quantitative data, (1)How many hours do you use electronic devices before sleep? >>> Quantify from 0 (zero) to 10(ten) & let people decide their screen time more precisely ; (2) Questions were really good, try adding more quantifying questionnaires "
2/25/2024 13:12:28,Male,19,FirstYear,Mech,5 to 7,9,0,8,7,6k-8k,1 hour,Never,Never,20:00-21:00,0,
2/25/2024 14:34:59,Male,18,FirstYear,AIML,5 to 7,6,1 to 3,8,8,6k-8k,1 hour,Rarely,Rarely,19:00-20:00,0,
2/25/2024 14:47:21,Male,21,ThirdYear,ChemIC,5 to 7,9,1 to 3,9,1,4k-6k,1 hour,Never,Never,20:00-21:00,0,
2/25/2024 16:08:57,Male,20,ThirdYear,IT,0 to 5,5,1 to 3,6,5,4k-6k,3 hours,Rarely,Always,20:00-21:00,0,Can
2/25/2024 18:54:20,Male,19,FirstYear,Comp,7 to 9,9,1 to 3,8,5,4k-6k,2 hours,Rarely,Never,19:00-20:00,0,Please share the final results of the survey.Curious.
2/25/2024 19:52:07,Male,21,ThirdYear,Comp,7 to 9,7,1 to 3,6,9,4k-6k,3 hours,Sometimes,Often,20:00-21:00,0,
2/25/2024 20:41:18,Male,21,ThirdYear,Comp,5 to 7,9,0,5,5,6k-8k,4 hours,Rarely,Often,20:00-21:00,0,
2/25/2024 23:17:49,Male,19,FirstYear,Mech,0 to 5,5,1 to 3,3,6,4k-6k,2 hours,Often,Always,20:00-21:00,0,It's good i guess 
2/26/2024 0:00:17,Female,19,SecondYear,AIML,9,8,0,6,7,6k-8k,3 hours,Rarely,Often,20:00-21:00,0,
2/26/2024 0:08:00,Male,22,ThirdYear,ChemIC,7 to 9,8,1 to 3,3,8,2k-4k,3 hours,Sometimes,Often,20:00-21:00,0,.
2/26/2024 0:55:05,Female,19,SecondYear,Comp,5 to 7,9,4 to 5,7,7,6k-8k,4 hours,Sometimes,Sometimes,20:00-21:00,0,-
2/26/2024 1:09:05,Male,20,ThirdYear,Mech,0 to 5,9,4 to 5,9,9,6k-8k,2 hours,Rarely,Often,20:00-21:00,0,It was a good survey. Do share the results of the survey I'm waiting for it.
2/26/2024 9:03:01,Male,19,SecondYear,Comp,5 to 7,8,0,9,1,8k-10k,3 hours,Rarely,Never,21:00-22:00,0,Well and good
2/26/2024 9:38:38,Female,18,FirstYear,Comp,5 to 7,3,1 to 3,5,5,8k-10k,1 hour,Rarely,Never,20:00-21:00,3,
2/26/2024 10:50:57,Female,19,SecondYear,ET,0 to 5,1,0,1,10,0-2k,5 hours,Rarely,Always,23:00+,7,👍
2/26/2024 10:53:45,Female,19,FirstYear,IT,7 to 9,3,4 to 5,3,9,6k-8k,3 hours,Sometimes,Sometimes,21:00-22:00,4,👍
2/26/2024 10:54:40,Female,20,ThirdYear,Mech,5 to 7,1,1 to 3,4,6,4k-6k,3 hours,Sometimes,Rarely,21:00-22:00,2,👍
2/26/2024 10:55:54,Male,23,ThirdYear,ChemIC,9,9,6 to 7,2,2,2k-4k,5 hours,Always,Never,22:00-23:00,0,👍
2/26/2024 10:57:07,Female,19,SecondYear,ET,5 to 7,5,1 to 3,3,9,2k-4k,1 hour,Rarely,Rarely,21:00-22:00,0,👍
2/26/2024 11:53:49,Female,18,FirstYear,ChemIC,5 to 7,5,1 to 3,6,4,4k-6k,2 hours,Sometimes,Often,20:00-21:00,1,
2/26/2024 14:19:03,Male,21,BTech,Mech,5 to 7,7,1 to 3,8,8,2k-4k,1 hour,Rarely,Always,20:00-21:00,0,
2/26/2024 15:22:10,Male,19,FirstYear,Comp,5 to 7,4,1 to 3,5,7,4k-6k,3 hours,Sometimes,Sometimes,21:00-22:00,0,
2/26/2024 15:41:26,Male,20,ThirdYear,ET,5 to 7,3,6 to 7,7,10,Grt than 10k,5 hours,Always,Always,23:00+,4,
2/26/2024 19:17:35,Male,23,ThirdYear,ET,5 to 7,10,1 to 3,10,10,0-2k,1 hour,Rarely,Always,19:00-20:00,0,Nice
2/26/2024 22:09:11,Female,20,ThirdYear,Comp,5 to 7,4,1 to 3,2,10,4k-6k,3 hours,Sometimes,Always,21:00-22:00,1,
2/27/2024 8:39:39,Male,20,SecondYear,IT,5 to 7,6,1 to 3,8,7,8k-10k,5 hours,Sometimes,Never,21:00-22:00,0,Best of luck. 
2/27/2024 8:43:31,Male,22,ThirdYear,Mech,5 to 7,8,1 to 3,3,7,2k-4k,2 hours,Sometimes,Sometimes,22:00-23:00,0,Great
2/27/2024 9:00:06,Male,18,FirstYear,ChemIC,5 to 7,4,1 to 3,4,1,6k-8k,1 hour,Sometimes,Never,20:00-21:00,0,Its nice survey. All important point are there in survey.
2/27/2024 16:31:05,Male,20,FirstYear,ChemIC,7 to 9,7,1 to 3,7,7,4k-6k,1 hour,Rarely,Rarely,21:00-22:00,0,
2/28/2024 18:47:32,Female,19,SecondYear,IT,5 to 7,7,1 to 3,4,6,4k-6k,2 hours,Rarely,Sometimes,20:00-21:00,0,
